C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_026.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_026.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_026.jpg, 0, 0, 0, 7.99941E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_128.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_128.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_128.jpg, 0, 0, 0, 7.837659E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_234.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_234.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_234.jpg, 0, 0, 0, 7.777142E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_342.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_342.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_342.jpg, 0, 0, 0, 7.876877E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_443.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_443.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_443.jpg, 0, 0, 0, 7.824728E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_554.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_554.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_554.jpg, 0, 0, 0, 7.910306E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_660.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_660.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_660.jpg, 0, 0, 0, 7.889893E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_757.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_757.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_757.jpg, 0, 0, 0, 7.885783E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_864.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_864.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_864.jpg, 0, 0, 0, 7.764431E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_35_967.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_35_967.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_35_967.jpg, 0, 0, 0, 7.762624E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_36_076.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_36_076.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_36_076.jpg, 0, 0, 0, 7.801247E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_36_182.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_36_182.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_36_182.jpg, 0, 0, 0, 7.904173E-05
C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\center_2019_01_14_23_34_36_288.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\left_2019_01_14_23_34_36_288.jpg, C:\videos\The Complete Self-Driving Car Course - Applied Deep Learning\data\IMG\right_2019_01_14_23_34_36_288.jpg, 0, 0, 0, 7.795142E-05
